Group of Letters		Frequency		%
LGEXO		2		0.00
LGEXOL		1		0.00
LGEXOR		1		0.00
LGEY		1		0.00
LGEYN		1		0.00
LGEYNO		1		0.00
LGEZ		3		0.00
LGEZE		1		0.00
LGEZV		1		0.00
LGEZVA		1		0.00
LGG		5		0.00
LGGA		1		0.00
LGGAR		1		0.00
LGGARG		1		0.00
LGGE		3		0.00
LGGED		1		0.00
LGGEDR		1		0.00
LGGEH		1		0.00
LGGEHO		1		0.00
LGGER		1		0.00
LGGERN		1		0.00
LGGR		1		0.00
LGGRA		1		0.00
LGGRAD		1		0.00
LGH		8		0.00
LGHA		1		0.00
LGHAL		1		0.00
LGHALC		1		0.00
LGHE		1		0.00
LGHEX		1		0.00
LGHEXO		1		0.00
LGHV		3		0.00
LGHVN		1		0.00
LGHVNO		1		0.00
LGHVO		1		0.00
LGHVOM		1		0.00
LGHVX		1		0.00
LGHVXA		1		0.00
LGI		8		0.00
LGIB		1		0.00
LGIBO		1		0.00
LGIBOL		1		0.00
LGID		2		0.00
LGIDA		1		0.00
LGIDAX		1		0.00
LGIDO		1		0.00
LGIDON		1		0.00
LGIN		3		0.00
LGINO		1		0.00
LGINOD		1		0.00
LGINZ		1		0.00
LGINZA		1		0.00
LGIP		1		0.00
LGIPH		1		0.00
LGIPHE		1		0.00
LGIS		1		0.00
LGISC		1		0.00
LGISCH		1		0.00
LGL		55		0.01
LGLA		37		0.00
LGLAC		1		0.00
LGLACH		1		0.00
LGLAD		8		0.00
LGLADA		6		0.00
LGLADN		1		0.00
LGLADV		1		0.00
LGLAG		1		0.00
LGLAGO		1		0.00
LGLAH		8		0.00
LGLAHC		1		0.00
LGLAHG		1		0.00
LGLAHL		1		0.00
LGLAHV		3		0.00
LGLAHY		1		0.00
LGLAHZ		1		0.00
LGLAN		4		0.00
LGLANA		1		0.00
LGLANN		1		0.00
LGLANT		2		0.00
LGLAR		2		0.00
LGLARC		1		0.00
LGLARV		1		0.00
LGLAS		2		0.00
LGLASM		1		0.00
LGLASS		1		0.00
LGLAT		1		0.00
LGLATA		1		0.00
LGLAV		1		0.00
LGLAVO		1		0.00
LGLAX		9		0.00
LGLAXA		3		0.00
LGLAXO		1		0.00
LGLAXP		2		0.00
LGLAXT		2		0.00
LGLAXV		1		0.00
LGLE		6		0.00
LGLEB		1		0.00
LGLEBG		1		0.00
LGLEF		1		0.00
LGLEFO		1		0.00
LGLET		1		0.00
LGLETH		1		0.00
LGLEX		3		0.00
LGLEXE		1		0.00
LGLEXO		2		0.00
LGLO		9		0.00
LGLOB		1		0.00
LGLOBA		1		0.00
LGLOC		1		0.00
LGLOCA		1		0.00
LGLOD		2		0.00
LGLODA		2		0.00
LGLOO		1		0.00
LGLOOT		1		0.00
LGLOR		1		0.00
LGLORD		1		0.00
LGLOV		1		0.00
LGLOVA		1		0.00
LGLV		1		0.00
LGLVR		1		0.00
LGLVRA		1		0.00
LGN		2		0.00
LGNA		1		0.00
LGNAA		1		0.00
LGNAAF		1		0.00
LGNE		1		0.00
LGNEX		1		0.00
LGNEXO		1		0.00
LGO		44		0.00
LGOA		3		0.00
LGOAN		1		0.00
LGOANC		1		0.00
LGOAR		1		0.00
LGOARB		1		0.00
LGOAX		1		0.00
LGOAXA		1		0.00
LGOD		4		0.00
LGODA		1		0.00
LGODAS		1		0.00
LGODE		1		0.00
LGODEP		1		0.00
LGODN		1		0.00
LGODNA		1		0.00
LGODO		1		0.00
LGODOT		1		0.00
LGOH		3		0.00
LGOHA		3		0.00
LGOHAM		1		0.00
LGOHAN		1		0.00
LGOHAX		1		0.00
LGOL		4		0.00
LGOLA		1		0.00
LGOLAN		1		0.00
LGOLT		1		0.00
LGOLTS		1		0.00
LGOLZ		2		0.00
LGOLZA		2		0.00
LGON		5		0.00
LGONA		1		0.00
LGONAH		1		0.00
LGONN		1		0.00
LGONNA		1		0.00
LGONP		1		0.00
LGONPH		1		0.00
LGONZ		1		0.00
LGONZI		1		0.00
LGOR		7		0.00
LGORA		2		0.00
LGORAC		1		0.00
LGORAD		1		0.00
LGORG		2		0.00
LGORGE		1		0.00
LGORGN		1		0.00
LGORH		1		0.00
LGORHA		1		0.00
LGORS		1		0.00
LGORZ		1		0.00
LGORZA		1		0.00
LGOT		9		0.00
LGOTH		8		0.00
LGOTHA		4		0.00
LGOTHC		1		0.00
LGOTHL		1		0.00
LGOTHN		1		0.00
LGOX		2		0.00
LGOXN		1		0.00
LGOXNE		1		0.00
LGP		1		0.00
LGPI		1		0.00
LGPIM		1		0.00
LGPIMI		1		0.00
LGR		146		0.01
LGRA		130		0.01
LGRAA		1		0.00
LGRAAX		1		0.00
LGRAB		1		0.00
LGRABA		1		0.00
LGRAD		44		0.00
LGRADA		31		0.00
LGRADC		1		0.00
LGRADN		5		0.00
LGRADO		7		0.00
LGRAG		1		0.00
LGRAGA		1		0.00
LGRAH		2		0.00
LGRAHA		1		0.00
LGRAHN		1		0.00
LGRAL		2		0.00
LGRALS		1		0.00
LGRAM		1		0.00
LGRAMD		1		0.00
LGRAN		28		0.00
LGRANA		4		0.00
LGRANN		1		0.00
LGRANO		9		0.00
LGRANP		2		0.00
LGRANS		2		0.00
LGRANT		6		0.00
LGRANZ		4		0.00
LGRAO		1		0.00
LGRAOX		1		0.00
LGRAP		23		0.00
LGRAPA		1		0.00
LGRAPD		1		0.00
LGRAPH		16		0.00
LGRAPO		3		0.00
LGRAPR		1		0.00
LGRAX		24		0.00
LGRAXA		4		0.00
LGRAXN		1		0.00
LGRAXO		2		0.00
LGRAXP		2		0.00
LGRAXT		9		0.00
LGRAXV		1		0.00
LGRAXY		1		0.00
LGRAXZ		1		0.00
LGRAZ		1		0.00
LGRAZA		1		0.00
LGRE		5		0.00
LGRED		3		0.00
LGREDA		1		0.00
LGREDO		1		0.00
LGREM		1		0.00
LGREMP		1		0.00
LGREX		1		0.00
LGREXD		1		0.00
LGRI		1		0.00
LGRIX		1		0.00
LGRIXN		1		0.00
LGRO		8		0.00
LGROH		2		0.00
LGROHA		1		0.00
LGROHH		1		0.00
LGROL		1		0.00
LGROLP		1		0.00
LGRON		2		0.00
LGRONA		1		0.00
LGROND		1		0.00
LGROT		1		0.00
LGROTH		1		0.00
LGROX		2		0.00
LGROXT		2		0.00
LGS		2		0.00
LGSA		1		0.00
LGSAP		1		0.00
LGSAPR		1		0.00
LGV		15		0.00
LGVA		3		0.00
LGVAR		1		0.00
LGVARG		1		0.00
LGVAX		2		0.00
LGVAXA		1		0.00
LGVAXM		1		0.00
LGVB		3		0.00
LGVBR		3		0.00
LGVBRA		2		0.00
LGVBRO		1		0.00
LGVD		3		0.00
LGVDA		2		0.00
LGVDAB		1		0.00
LGVDAP		1		0.00
LGVDR		1		0.00
LGVDRA		1		0.00
LGVL		1		0.00
LGVLA		1		0.00
LGVLAX		1		0.00
LGVM		1		0.00
LGVMA		1		0.00
LGVN		1		0.00
LGVNA		1		0.00
LGVNAG		1		0.00
LGVO		1		0.00
LGVOR		1		0.00
LGVORN		1		0.00
LGVR		2		0.00
LGVRA		2		0.00
LGVRAD		1		0.00
LGVRAM		1		0.00
LGZ		1		0.00
LGZI		1		0.00
LGZIC		1		0.00
LGZICH		1		0.00
LH		104		0.01
LHA		43		0.00
LHAB		1		0.00
LHABR		1		0.00
LHABRA		1		0.00
LHAD		17		0.00
LHADA		1		0.00
LHADAX		1		0.00
LHADC		1		0.00
LHADCH		1		0.00
LHADG		1		0.00
LHADGA		1		0.00
LHADL		1		0.00
LHADLA		1		0.00
LHADM		1		0.00
LHADMA		1		0.00
LHADN		11		0.00
LHADNA		3		0.00
LHADNO		8		0.00
LHADV		1		0.00
LHADVA		1		0.00
LHAH		1		0.00
LHAHA		1		0.00
LHAHAD		1		0.00
LHAL		4		0.00
LHALM		1		0.00
LHALMA		1		0.00
LHALZ		3		0.00
LHALZA		1		0.00
LHALZE		1		0.00
LHALZI		1		0.00
LHAN		7		0.00
LHANC		2		0.00
LHANCH		1		0.00
LHANCL		1		0.00
LHAND		2		0.00
LHANDA		2		0.00
LHANT		1		0.00
LHANTA		1		0.00
LHANZ		2		0.00
LHANZA		2		0.00
LHAP		4		0.00
LHAPH		1		0.00
LHAPHN		1		0.00
LHAPN		3		0.00
LHAPNA		3		0.00
LHAR		1		0.00
LHARG		1		0.00
LHARGR		1		0.00
LHAX		6		0.00
LHAXA		2		0.00
LHAXAR		2		0.00
LHAXL		1		0.00
LHAXLO		1		0.00
LHAXM		1		0.00
LHAXMA		1		0.00
LHAXO		1		0.00
LHAXOR		1		0.00
LHAXV		1		0.00
LHAXVI		1		0.00
LHAZ		2		0.00
LHAZA		1		0.00
LHAZAN		1		0.00
LHAZP		1		0.00
LHAZPA		1		0.00
LHE		4		0.00
LHED		2		0.00
LHEDC		1		0.00
LHEDCH		1		0.00
LHEDN		1		0.00
LHEDNO		1		0.00
LHEL		1		0.00
LHELM		1		0.00
LHELMA		1		0.00
LHET		1		0.00
LHETH		1		0.00
LHETHN		1		0.00
LHI		17		0.00
LHID		11		0.00
LHIDA		1		0.00
LHIDAX		1		0.00
LHIDE		1		0.00
LHIDEN		1		0.00
LHIDN		3		0.00
LHIDNA		2		0.00
LHIDNO		1		0.00
LHIDR		5		0.00
LHIDRA		4		0.00
LHIDRO		1		0.00
LHIN		3		0.00
LHIND		1		0.00
LHINDO		1		0.00
LHINY		1		0.00
LHINYC		1		0.00
LHINZ		1		0.00
LHINZI		1		0.00
LHIP		1		0.00
LHIPA		1		0.00
LHIPAR		1		0.00
LHIX		2		0.00
LHIXN		1		0.00
LHIXNO		1		0.00
LHO		10		0.00
LHOD		4		0.00
LHODN		4		0.00
LHODNA		4		0.00
LHOL		3		0.00
LHOLD		2		0.00
LHOLDA		1		0.00
LHOLDI		1		0.00
LHOLN		1		0.00
LHOLNE		1		0.00
LHOM		1		0.00
LHOMI		1		0.00
LHOMIN		1		0.00
LHOX		2		0.00
LHOXA		1		0.00
LHOXAR		1		0.00
LHOXN		1		0.00
LHV		24		0.00
LHVA		1		0.00
LHVAD		1		0.00
LHVADR		1		0.00
LHVB		2		0.00
LHVBL		2		0.00
LHVBLA		2		0.00
LHVC		1		0.00
LHVCA		1		0.00
LHVCAP		1		0.00
LHVD		8		0.00
LHVDL		1		0.00
LHVDLA		1		0.00
LHVDN		1		0.00
LHVDNA		1		0.00
LHVDR		6		0.00
LHVDRA		6		0.00
LHVM		2		0.00
LHVMA		1		0.00
LHVMAR		1		0.00
LHVMI		1		0.00
LHVMIC		1		0.00
LHVN		1		0.00
LHVNO		1		0.00
LHVNOT		1		0.00
LHVP		1		0.00
LHVPR		1		0.00
LHVPRA		1		0.00
LHVT		2		0.00
LHVTA		2		0.00
LHVTAB		1		0.00
LHVTAM		1		0.00
LHVX		4		0.00
LHVXA		2		0.00
LHVXAC		1		0.00
LHVXAR		1		0.00
LHVXL		1		0.00
LHVXLO		1		0.00
LHVXT		1		0.00
LHVXTA		1		0.00
LHVZ		1		0.00
LHVZA		1		0.00
LHVZAD		1		0.00
LHY		1		0.00
LHYD		1		0.00
LHYDB		1		0.00
LHYDBL		1		0.00
LI		231		0.02
LIA		6		0.00
LIAD		1		0.00
LIADG		1		0.00
LIADGA		1		0.00
LIAO		1		0.00
LIAOC		1		0.00
LIAOCH		1		0.00
LIAP		1		0.00
LIAPR		1		0.00
LIAPRO		1		0.00
LIAS		1		0.00
LIASC		1		0.00
LIASCH		1		0.00
LIAX		1		0.00
LIAXL		1		0.00
LIAXLO		1		0.00
LIB		9		0.00
LIBA		5		0.00
LIBAG		1		0.00
LIBAGE		1		0.00
LIBAL		1		0.00
LIBALA		1		0.00
LIBAN		2		0.00
LIBANC		1		0.00
LIBANO		1		0.00
LIBO		3		0.00
LIBOH		2		0.00
LIBOM		1		0.00
LIBOMA		1		0.00
LIBV		1		0.00
LIBVR		1		0.00
LIBVRA		1		0.00
LIC		35		0.00
LICA		9		0.00
LICAB		1		0.00
LICABN		1		0.00
LICAL		1		0.00
LICALO		1		0.00
LICAN		1		0.00
LICAND		1		0.00
LICAP		1		0.00
LICAPV		1		0.00
LICAS		2		0.00
LICAST		1		0.00
LICASV		1		0.00
LICAT		1		0.00
LICATA		1		0.00
LICAX		1		0.00
LICAXV		1		0.00
LICH		21		0.00
LICHA		15		0.00
LICHAD		2		0.00
LICHAN		3		0.00
LICHAS		7		0.00
LICHAX		2		0.00
LICHN		1		0.00
LICHNO		1		0.00
LICHO		4		0.00
LICHON		2		0.00
LICHOR		2		0.00
LICL		1		0.00
LICLA		1		0.00
LICLAL		1		0.00
LICO		3		0.00
LICOD		1		0.00
LICODA		1		0.00
LICON		1		0.00
LICONS		1		0.00
LICOS		1		0.00
LICOSA		1		0.00
LID		41		0.00
LIDA		8		0.00
LIDAH		2		0.00
LIDAHN		1		0.00
LIDAN		2		0.00
LIDANC		1		0.00
LIDANZ		1		0.00
LIDAX		3		0.00
LIDAXN		1		0.00
LIDAXT		1		0.00
LIDAXV		1		0.00
LIDE		2		0.00
LIDEN		1		0.00
LIDES		1		0.00
LIDI		1		0.00
LIDIO		1		0.00
LIDIOX		1		0.00
LIDN		5		0.00
LIDNA		1		0.00
LIDNAZ		1		0.00
LIDNO		4		0.00
LIDNOC		1		0.00
LIDNOD		1		0.00
LIDNOP		1		0.00
LIDNOT		1		0.00
LIDO		21		0.00
LIDOA		1		0.00
LIDOAH		1		0.00
LIDOG		1		0.00
LIDOGR		1		0.00
LIDOM		1		0.00
LIDOMA		1		0.00
LIDON		9		0.00
LIDONA		1		0.00
LIDONC		2		0.00
LIDONP		2		0.00
LIDONS		1		0.00
LIDONT		2		0.00
LIDONV		1		0.00
LIDOR		1		0.00
LIDORM		1		0.00
LIDOV		2		0.00
LIDOVA		2		0.00
LIDOX		5		0.00
LIDOXA		3		0.00
LIDOXL		1		0.00
LIDOXT		1		0.00
LIDR		2		0.00
LIDRA		2		0.00
LIDRAG		1		0.00
LIDRAX		1		0.00
LIDV		2		0.00
LIDVA		1		0.00
LIDVAH		1		0.00
LIDVO		1		0.00
LIDVOR		1		0.00
LIE		2		0.00
LIEE		2		0.00
LIEEC		1		0.00
LIEECH		1		0.00
LIF		4		0.00
LIFA		1		0.00
LIFAF		1		0.00
LIFAFR		1		0.00
LIFD		1		0.00
LIFDR		1		0.00
LIFDRO		1		0.00
LIFE		1		0.00
LIG		27		0.00
LIGA		15		0.00
LIGAD		1		0.00
LIGADN		1		0.00
LIGAH		2		0.00
LIGAHV		2		0.00
LIGAL		2		0.00
LIGALG		1		0.00
LIGALZ		1		0.00
LIGAN		7		0.00
LIGANA		2		0.00
LIGANG		1		0.00
LIGANO		1		0.00
LIGANS		1		0.00
LIGANT		1		0.00
LIGAR		1		0.00
LIGARB		1		0.00
LIGAT		1		0.00
LIGATH		1		0.00
LIGAX		1		0.00
LIGE		3		0.00
LIGEF		1		0.00
LIGEFT		1		0.00
LIGEO		1		0.00
LIGEP		1		0.00
LIGEPH		1		0.00
LIGH		1		0.00
LIGL		1		0.00
LIGLA		1		0.00
LIGLAH		1		0.00
LIGN		1		0.00
LIGNA		1		0.00
LIGNAP		1		0.00
LIGO		4		0.00
LIGOH		1		0.00
LIGOHV		1		0.00
LIGON		2		0.00
LIGONA		1		0.00
LIGONC		1		0.00
LIGV		2		0.00
LIGVL		2		0.00
LIGVLA		2		0.00
LIH		2		0.00
LIHV		1		0.00
LIHVC		1		0.00
LIHVCH		1		0.00
LIL		2		0.00
LILS		1		0.00
LILSO		1		0.00
LILSOH		1		0.00
LILV		1		0.00
LILVA		1		0.00
LILVAC		1		0.00
LIM		2		0.00
LIMA		1		0.00
LIMAF		1		0.00
LIMAFA		1		0.00
LIMN		1		0.00
LIMNA		1		0.00
LIMNAP		1		0.00
LIN		40		0.00
LINA		6		0.00
LINAC		1		0.00
LINACO		1		0.00
LINAD		1		0.00
LINADA		1		0.00
LINAN		1		0.00
LINANO		1		0.00
LINAT		1		0.00
LINATA		1		0.00
LINAX		1		0.00
LINAXA		1		0.00
LINAY		1		0.00
LINAYF		1		0.00
LIND		1		0.00
LINDV		1		0.00
LINDVA		1		0.00
LING		3		0.00
LINGA		1		0.00
LINGE		1		0.00
LINGEP		1		0.00
LINGR		1		0.00
LINGRA		1		0.00
LINH		1		0.00
LINHA		1		0.00
LINHAZ		1		0.00
LINO		17		0.00
LINOA		1		0.00
LINOAB		1		0.00
LINOC		2		0.00
LINOCA		2		0.00
LINOD		8		0.00
LINODA		4		0.00
LINODO		3		0.00
LINODR		1		0.00
LINOP		2		0.00
LINOPR		2		0.00
LINOR		2		0.00
LINORG		1		0.00
LINORO		1		0.00
LINOX		2		0.00
LINOXA		1		0.00
LINOXT		1		0.00
LINP		1		0.00
LINPA		1		0.00
LINPAX		1		0.00
LINR		1		0.00
LINRO		1		0.00
LINROX		1		0.00
LINS		1		0.00
LINSA		1		0.00
LINSAN		1		0.00
LINT		2		0.00
LINTA		1		0.00
LINTAG		1		0.00
LINTO		1		0.00
LINTOX		1		0.00
LINV		2		0.00
LINVA		1		0.00
LINVAX		1		0.00
LINVO		1		0.00
LINVON		1		0.00
LINZ		5		0.00
LINZA		4		0.00
LINZAC		2		0.00
LINZAD		1		0.00
LINZAT		1		0.00
LINZO		1		0.00
LINZOA		1		0.00
LIO		25		0.00
LIOD		7		0.00
LIODA		2		0.00
LIODAD		1		0.00
LIODAN		1		0.00
LIODN		3		0.00
LIODNA		3		0.00
LIODO		1		0.00
LIODOT		1		0.00
LIODR		1		0.00
LIODRA		1		0.00
LIOH		1		0.00
LIOHA		1		0.00
LIOHAR		1		0.00
LION		9		0.00
LIONA		2		0.00
LIONAP		1		0.00
LIONAZ		1		0.00
LIONP		1		0.00
LIONPR		1		0.00
LIONT		1		0.00
LIONTA		1		0.00
LIONV		1		0.00
LIONVA		1		0.00
LIONZ		4		0.00
LIONZA		2		0.00
LIONZI		2		0.00
LIOP		1		0.00
LIOPH		1		0.00
LIOPHA		1		0.00
LIOR		1		0.00
LIORA		1		0.00
LIORAH		1		0.00
LIOX		5		0.00
LIOXA		3		0.00
LIOXAD		2		0.00
LIOXP		1		0.00
LIOXPL		1		0.00
LIOXV		1		0.00
LIOXVO		1		0.00
LIP		5		0.00
LIPH		3		0.00
LIPHI		1		0.00
LIPHIR		1		0.00
LIPHO		2		0.00
LIPHON		1		0.00
LIPHOX		1		0.00
LIPO		1		0.00
LIPOD		1		0.00
LIPODN		1		0.00
LIPV		1		0.00
LIPVO		1		0.00
LIPVOR		1		0.00
LIR		5		0.00
LIRB		1		0.00
LIRBR		1		0.00
LIRBRA		1		0.00
LIRI		1		0.00
LIRIO		1		0.00
LIRION		1		0.00
LIRN		1		0.00
LIRNO		1		0.00
LIRNOP		1		0.00
LIRO		1		0.00
LIRON		1		0.00
LIRONP		1		0.00
LIRZ		1		0.00
LIRZV		1		0.00
LIRZVT		1		0.00
LIS		3		0.00
LISC		2		0.00
LISCA		2		0.00
LISCAR		1		0.00
LISCAS		1		0.00
LIT		11		0.00
LITA		6		0.00
LITAN		3		0.00
LITANG		1		0.00
LITANO		1		0.00
LITANT		1		0.00
LITAX		3		0.00
LITAXA		3		0.00
LITH		2		0.00
LITHG		1		0.00
LITHGE		1		0.00
LITO		3		0.00
LITOC		1		0.00
LITOCH		1		0.00
LITOG		1		0.00
LITOGA		1		0.00
LITON		1		0.00
LITONP		1		0.00
LIV		1		0.00
LIVA		1		0.00
LIVAN		1		0.00
LIVANG		1		0.00
LIX		3		0.00
LIXA		1		0.00
LIXAR		1		0.00
LIXO		2		0.00
LIXON		1		0.00
LIXONA		1		0.00
LIXOR		1		0.00
LIXORC		1		0.00
LIZ		7		0.00
LIZA		4		0.00
LIZAC		1		0.00
LIZACH		1		0.00
LIZAD		2		0.00
LIZADM		1		0.00
LIZADN		1		0.00
LIZAM		1		0.00
LIZI		1		0.00
LIZIN		1		0.00
LIZINO		1		0.00
LIZO		1		0.00
LIZOD		1		0.00
LIZODO		1		0.00
LIZV		1		0.00
LIZVB		1		0.00
LIZVBB		1		0.00
LL		140		0.01
LLA		68		0.01
LLAA		2		0.00
LLAAH		2		0.00
LLAB		1		0.00
LLABC		1		0.00
LLABCL		1		0.00
LLAC		3		0.00
LLACA		2		0.00
LLACAX		2		0.00
LLACH		1		0.00
LLACHA		1		0.00
LLAD		8		0.00
LLADA		1		0.00
LLADAX		1		0.00
LLADC		1		0.00
LLADCH		1		0.00
LLADN		3		0.00
LLADNA		1		0.00
LLADNO		2		0.00
LLADO		1		0.00
LLADON		1		0.00
LLADR		1		0.00
LLADRO		1		0.00
LLADV		1		0.00
LLADVA		1		0.00
LLAG		3		0.00
LLAGE		2		0.00
LLAGEN		2		0.00
LLAGR		1		0.00
LLAGRO		1		0.00
LLAH		2		0.00
LLAHA		1		0.00
LLAHAH		1		0.00
LLAHO		1		0.00
LLAHOX		1		0.00
LLAL		2		0.00
LLALA		1		0.00
LLALAL		1		0.00
LLALE		1		0.00
LLALEX		1		0.00
LLAM		3		0.00
LLAMA		1		0.00
LLAMAC		1		0.00
LLAME		1		0.00
LLAMER		1		0.00
LLAMF		1		0.00
LLAMFR		1		0.00
LLAN		6		0.00
LLANC		1		0.00
LLANCV		1		0.00
LLAND		1		0.00
LLANDO		1		0.00
LLANG		1		0.00
LLANGO		1		0.00
LLANO		1		0.00
LLANOX		1		0.00
LLANT		1		0.00
LLANTA		1		0.00
LLAP		8		0.00
LLAPA		1		0.00
LLAPAX		1		0.00
LLAPH		3		0.00
LLAPHA		3		0.00
LLAPN		1		0.00
LLAPNR		1		0.00
LLAPR		1		0.00
LLAPRO		1		0.00
LLAQ		1		0.00
LLAQN		1		0.00
LLAQNE		1		0.00
LLAR		2		0.00
LLARD		2		0.00
LLARDO		1		0.00
LLARDR		1		0.00
LLAT		2		0.00
LLATO		2		0.00
LLATOL		1		0.00
LLATON		1		0.00
LLAX		12		0.00
LLAXA		2		0.00
LLAXAN		1		0.00
LLAXAR		1		0.00
LLAXC		1		0.00
LLAXCA		1		0.00
LLAXD		1		0.00
LLAXDO		1		0.00
LLAXO		4		0.00
LLAXOD		1		0.00
LLAXOR		1		0.00
LLAXT		2		0.00
LLAXTO		2		0.00
LLAXV		1		0.00
LLAXVR		1		0.00
LLAY		2		0.00
LLAYB		1		0.00
LLAYBA		1		0.00
LLAYN		1		0.00
LLAYNO		1		0.00
LLAZ		2		0.00
LLAZA		1		0.00
LLAZAN		1		0.00
LLAZE		1		0.00
LLAZEB		1		0.00
LLC		1		0.00
LLCH		1		0.00
LLCHA		1		0.00
LLCHAD		1		0.00
LLD		1		0.00
LLDD		1		0.00
LLDDA		1		0.00
LLDDAR		1		0.00
LLE		14		0.00
LLEB		2		0.00
LLEBA		2		0.00
LLEBAF		1		0.00
LLEBAN		1		0.00
LLED		1		0.00
LLEDA		1		0.00
LLEDAX		1		0.00
LLEM		1		0.00
LLEMA		1		0.00
LLEMAN		1		0.00
LLEO		1		0.00
LLEOD		1		0.00
LLEODR		1		0.00
LLEP		2		0.00
LLEPL		1		0.00
LLEPLO		1		0.00
LLEPR		1		0.00
LLEPRO		1		0.00
LLER		1		0.00
LLERV		1		0.00
LLERVA		1		0.00
LLES		1		0.00
LLESA		1		0.00
LLESAD		1		0.00
LLET		1		0.00
LLETB		1		0.00
LLETBV		1		0.00
LLEX		4		0.00
LLEXA		1		0.00
LLEXAD		1		0.00
LLEXO		2		0.00
LLEXOD		1		0.00
LLEXOR		1		0.00
LLEXT		1		0.00
LLEXTR		1		0.00
LLG		1		0.00
LLGE		1		0.00
LLGED		1		0.00
LLI		7		0.00
LLIC		1		0.00
LLICH		1		0.00
LLICHN		1		0.00
LLID		2		0.00
LLIDN		1		0.00
LLIDNO		1		0.00
LLIDO		1		0.00
LLIDOG		1		0.00
LLIG		2		0.00
LLIGA		1		0.00
LLIGAL		1		0.00
LLIGO		1		0.00
LLIGON		1		0.00
LLIN		1		0.00
LLINO		1		0.00
LLINOA		1		0.00
LLIV		1		0.00
LLIVA		1		0.00
LLIVAN		1		0.00
LLM		1		0.00
LLMA		1		0.00
LLMAG		1		0.00
LLMAGL		1		0.00
LLO		31		0.00
LLOA		2		0.00
LLOAD		1		0.00
LLOADD		1		0.00
LLOAH		1		0.00
LLOC		1		0.00
LLOCH		1		0.00
LLOCHA		1		0.00
LLOD		2		0.00
LLODA		2		0.00
LLODAM		1		0.00
LLODAN		1		0.00
LLOH		2		0.00
LLOHG		1		0.00
LLOHGE		1		0.00
LLON		7		0.00
LLONG		4		0.00
LLONGE		2		0.00
LLONGO		1		0.00
LLONO		2		0.00
LLONON		1		0.00
LLONOO		1		0.00
LLONT		1		0.00
LLONTO		1		0.00
LLOP		1		0.00
LLOPA		1		0.00
LLOPAA		1		0.00
LLOR		1		0.00
LLORG		1		0.00
LLORGE		1		0.00
LLOT		1		0.00
LLOTH		1		0.00
LLOTHA		1		0.00
LLOX		7		0.00
LLOXA		5		0.00
LLOXAD		1		0.00
LLOXAR		2		0.00
LLOXAT		1		0.00
LLOXAX		1		0.00
LLOXD		1		0.00
LLOXDE		1		0.00
LLOXI		1		0.00
LLOXIX		1		0.00
LLS		2		0.00
LLV		7		0.00
LLVB		1		0.00
LLVBA		1		0.00
LLVBAV		1		0.00
LLVD		2		0.00
LLVDA		1		0.00
LLVDAG		1		0.00
LLVDR		1		0.00
LLVDRA		1		0.00
LLVG		1		0.00
LLVGE		1		0.00
LLVGEM		1		0.00
LLVR		2		0.00
LLVRG		1		0.00
LLVRGR		1		0.00
LLVRY		1		0.00
LLVRYN		1		0.00
LLVZ		1		0.00
LLVZA		1		0.00
LLVZAD		1		0.00
LLZ		1		0.00
LM		92		0.01
LMA		64		0.01
LMAC		18		0.00
LMACA		1		0.00
LMACAX		1		0.00
LMACH		16		0.00
LMACHA		10		0.00
LMACHE		3		0.00
LMACHL		1		0.00
LMACHO		1		0.00
LMACHV		1		0.00
LMACO		1		0.00
LMACOT		1		0.00
LMAD		6		0.00
LMADE		1		0.00
LMADO		4		0.00
LMADOH		1		0.00
LMADOT		1		0.00
LMADOX		2		0.00
LMADR		1		0.00
LMADRA		1		0.00
LMAG		3		0.00
LMAGA		1		0.00
LMAGAM		1		0.00
LMAGE		1		0.00
LMAGEN		1		0.00
LMAGL		1		0.00
LMAGLO		1		0.00
LMAH		6		0.00
LMAHA		1		0.00
LMAHAC		1		0.00
LMAHO		1		0.00
LMAHOC		1		0.00
LMAHZ		1		0.00
LMAHZV		1		0.00
LMAL		1		0.00
LMALG		1		0.00
LMALGE		1		0.00
LMAN		10		0.00
LMANA		3		0.00
LMANAG		1		0.00
LMANAZ		2		0.00
LMANC		2		0.00
LMANCH		2		0.00
LMANZ		3		0.00
LMANZA		2		0.00
LMANZI		1		0.00
LMAP		2		0.00
LMAPH		2		0.00
LMAPHE		2		0.00
LMAQ		1		0.00
LMAQZ		1		0.00
LMAQZO		1		0.00
LMAR		3		0.00
LMARA		1		0.00
LMARAY		1		0.00
LMARO		1		0.00
LMARON		1		0.00
LMARP		1		0.00
LMARPH		1		0.00
LMAX		11		0.00
LMAXA		1		0.00
LMAXAD		1		0.00
LMAXG		1		0.00
LMAXGE		1		0.00
LMAXL		1		0.00
LMAXLA		1		0.00
LMAXN		4		0.00
LMAXNA		1		0.00
LMAXNE		1		0.00
LMAXNO		2		0.00
LMAXO		2		0.00
LMAXOL		1		0.00
LMAXOX		1		0.00
LMAXV		1		0.00
LMAXVR		1		0.00
LMAZ		1		0.00
LMAZA		1		0.00
LMAZAC		1		0.00
LMD		1		0.00
LMDR		1		0.00
LMDRO		1		0.00
LMDRON		1		0.00
LME		7		0.00
LMED		2		0.00
LMEDN		1		0.00
LMEDNO		1		0.00
LMEDO		1		0.00
LMEDON		1		0.00
LMEH		1		0.00
